x,y,z,r,g,b
-0.5715423,-0.027495824,0.654356,53.0,42.0,135.0
0.32037628,-0.010304816,1.1610308,53.0,42.0,135.0
0.31357393,-0.0046944222,1.1804715,53.0,42.0,135.0
0.057135902,-0.043434694,0.17538635,95.90909,189.09091,137.0
0.20852937,-0.04426249,0.24497074,10.818184,161.72728,199.63635
0.17636408,-0.04825022,0.9530967,53.0,42.0,135.0
-0.18790805,-0.041077726,0.51597667,10.818184,161.72728,199.63635
-0.2564948,-0.036146075,0.4829355,109.72725,189.27272,131.00002
0.17736006,-0.044415586,0.21577208,10.818184,161.72728,199.63635
-0.5386742,-0.02309966,0.866537,53.0,42.0,135.0
-0.26135194,-0.035555705,0.5723389,16.363636,106.999985,218.72728
0.29309872,-0.021554524,1.37527,53.0,42.0,135.0
0.31894836,-0.04471537,0.5267022,151.18181,189.81818,113.00001
0.31451365,-0.044574287,0.65380126,151.18181,189.81818,113.00001
-0.35837817,-0.035755858,0.60691494,12.000004,141.90909,211.09091
-0.15353787,-0.037676238,0.20928666,18.45454,173.18181,184.9091
-0.19184524,-0.036738753,0.26769233,15.909088,169.36363,189.81819
0.32102028,-0.037449073,0.41764098,175.90909,189.09091,102.454544
-0.068168245,-0.04194124,0.17130783,95.90909,189.09091,137.0
-0.08082374,-0.04218528,0.18314081,165.00002,190.0,106.99999
-0.23056003,-0.042130128,0.81776094,53.0,42.0,135.0
-0.08086989,-0.042596944,0.3149349,237.27274,194.54546,65.63636
-0.07860431,-0.04229844,0.30353197,151.18181,189.81818,113.00001
0.31313866,-0.04400771,0.7273782,175.90909,189.09091,102.454544
0.13235462,-0.043994997,0.1602571,123.54547,189.45454,124.99999
-0.044084925,-0.042621378,0.31898263,237.27274,194.54546,65.63636
-0.19451398,-0.037588798,0.41004953,53.0,42.0,135.0
-0.3742825,-0.03216566,1.7378799,53.0,42.0,135.0
-0.23588736,-0.040912554,0.65561557,53.0,42.0,135.0
0.015459012,-0.04448965,0.60282135,17.454546,119.0,216.90909
-0.13371536,-0.04373495,0.45534655,151.18181,189.81818,113.00001
-0.0899196,-0.02905753,0.28537646,15.909088,169.36363,189.81819
-0.26445448,-0.04276176,1.2114142,53.0,42.0,135.0
0.016725356,-0.04268987,0.17413984,53.0,42.0,135.0
-0.3453717,-0.03635422,0.5610821,17.999998,125.00001,216.0
0.26437142,-0.044928323,0.3688999,58.090897,183.54546,158.18182
-0.09598248,-0.03937242,0.15539956,151.18181,189.81818,113.00001
0.030086748,-0.04283919,0.17249012,32.272728,69.27273,181.90909
0.31893736,-0.04354876,0.50989664,219.54546,185.45454,84.27273
-0.071014255,-0.041848667,0.1847725,151.18181,189.81818,113.00001
0.07596051,-0.043533053,0.16820028,58.090897,183.54546,158.18182
-0.46622786,-0.031058773,0.6578747,16.909092,113.0,217.81818
0.16537768,-0.04604153,0.6216396,16.909092,113.0,217.81818
-0.31511572,-0.03701756,0.91966647,53.0,42.0,135.0
-0.080030136,-0.04257954,0.30512917,151.18181,189.81818,113.00001
0.2475513,-0.045949135,0.70961016,16.909092,113.0,217.81818
-0.38151616,-0.035395008,0.59334725,53.0,42.0,135.0
-0.0096725235,-0.04281907,0.18401463,15.909088,169.36363,189.81819
0.029758353,-0.043589536,0.29808196,82.81819,187.90909,143.63635
0.0083122775,-0.042627227,0.213109,58.090897,183.54546,158.18182
-0.067010924,-0.04188486,0.26682952,20.999996,177.0,180.0
0.09816483,-0.044322405,0.29905573,123.54547,189.45454,124.99999
-0.066406585,-0.043783415,0.55723387,137.36363,189.63637,119.0
-0.18220799,-0.045428064,1.0916996,53.0,42.0,135.0
-0.0687853,-0.041968737,0.22803561,18.454536,87.45456,213.18184
-0.20802978,-0.03838934,0.7555135,53.0,42.0,135.0
-0.025372738,-0.031126749,0.56636894,123.54547,189.45454,124.99999
-0.115976706,-0.04174971,0.16484588,123.54547,189.45454,124.99999
-0.32921055,-0.037591353,0.42490488,33.363647,179.18182,172.72726
0.08881361,-0.044793155,0.48236734,9.999999,147.54546,209.45454
-0.38077843,-0.03591933,0.5406785,45.727272,181.36363,165.45454
-0.4413914,-0.0033553445,1.2466648,53.0,42.0,135.0
0.46909744,0.019063497,0.77016914,53.0,42.0,135.0
0.24705052,-0.044381168,0.3753797,82.81819,187.90909,143.63635
0.32499373,0.01389405,0.40654323,58.090897,183.54546,158.18182
0.347618,0.015410401,0.8292441,123.54547,189.45454,124.99999
-0.11415379,-0.042290922,0.16860051,95.90909,189.09091,137.0
-0.17422256,-0.040223762,0.2405789,20.999996,177.0,180.0
-0.45064285,-0.0059256526,1.4703221,53.0,42.0,135.0
-0.04317542,-0.042703353,0.35264292,255.0,255.0,0.0
0.6748717,-0.020687459,1.7012571,53.0,42.0,135.0
-0.050208624,-0.04165804,0.20627157,13.363636,165.54546,194.72728
-0.020732336,-0.04258608,0.2749879,16.909092,113.0,217.81818
-0.23177212,-0.03747491,0.33715653,58.090897,183.54546,158.18182
-0.15554503,-0.04140158,0.30278653,227.45454,186.90909,78.72728
-0.028462013,-0.042948976,0.298075,197.7273,187.27272,93.36363
0.025146589,-0.043076176,0.24633732,45.727272,181.36363,165.45454
0.32120427,-0.016809974,0.48703307,137.36363,189.63637,119.0
0.319925,-0.03970993,0.45275146,186.81818,188.18182,97.909096
0.057953153,-0.04314027,0.16583754,16.909092,113.0,217.81818
-0.3163648,-0.03774976,0.4829809,227.45454,186.90909,78.72728
-0.3572619,-0.033934288,1.1825743,53.0,42.0,135.0
0.33048013,-0.0022514574,0.47270682,58.090897,183.54546,158.18182
0.33186135,-0.010268983,1.1459944,53.0,42.0,135.0
0.047429446,-0.044112906,0.3375846,137.36363,189.63637,119.0
-0.13857244,-0.042212367,0.21493337,137.36363,189.63637,119.0
0.32993883,-0.0026217944,0.50382334,165.00002,190.0,106.99999
-0.4636127,-0.031167742,0.6607956,12.000004,141.90909,211.09091
0.0026729458,-0.042924643,0.18406723,13.363636,165.54546,194.72728
0.17882316,-0.04534312,0.42456213,95.90909,189.09091,137.0
0.27761912,-0.04458252,1.5280114,53.0,42.0,135.0
0.10462873,-0.04574725,0.7010682,53.0,42.0,135.0
-0.6566644,0.006905065,1.0586774,17.454546,119.0,216.90909
-0.15291785,-0.04094903,0.25683516,137.36363,189.63637,119.0
0.18353242,-0.045367114,0.34674907,16.0,130.63637,214.36363
-0.050154798,-0.042466696,0.31761098,8.272732,157.9091,204.54544
0.30996335,0.01731669,0.419989,247.0909,202.18181,52.545464
-0.35336077,-0.034734126,1.2041099,53.0,42.0,135.0
0.0075735194,-0.042995967,0.19809091,58.090897,183.54546,158.18182
-0.4525415,-0.03152697,0.67182004,16.909092,113.0,217.81818
-0.7331669,-0.012079302,0.9518638,151.18181,189.81818,113.00001
-0.32549253,-0.036447767,1.0627987,53.0,42.0,135.0
-0.0006289852,-0.042863555,0.1839909,15.909088,169.36363,189.81819
0.3174387,-0.0301535,0.6250423,165.00002,190.0,106.99999
0.07862677,-0.0436554,0.16748832,17.999998,125.00001,216.0
0.3098723,-0.024569405,0.8616654,8.000001,153.18182,207.81818
0.12045713,-0.04469621,0.37062147,227.45454,186.90909,78.72728
-0.23364817,-0.041276257,0.5957847,15.818181,100.99999,219.63637
-0.07724955,-0.043982375,0.7063281,53.0,42.0,135.0
