label_text,color,l,h,w,x,y,z,r
 ,Magenta,0.0750190353262172,0.037743951921435544,0.03891612321307023,-0.030462278981755346,-0.02074745282201008,0.585752184981169,-1.6119585
 ,Magenta,0.08674075942127135,0.03282082690721623,0.03539960654348935,-0.20130387904359773,-0.027663270429346777,1.110159112531556,-4.752565
 ,Magenta,0.09494596964142141,0.03422743525185466,0.03891612321307023,-0.14496791210223656,-0.0229745796734544,1.4156846276714248,-4.745231
 ,Magenta,0.07876998345944822,0.033055261165543165,0.03610290931847017,-0.07983109429491726,-0.02521444046975324,0.1772147710822548,-1.60325
 ,Magenta,0.10619882521982167,0.033758566735200786,0.03891612321307023,-0.06818516742412394,-0.023728535965496178,1.0557167515199106,-1.574497
 ,Magenta,0.08509971961298278,0.03586847506014323,0.03797838617976248,-0.17543049290908666,-0.025167090260673857,0.6645285794292041,-2.468104
 ,Magenta,0.07853554920112128,0.033758566735200786,0.037040649146454725,-0.11280703973810417,-0.02539976666729148,0.27935808429081493,-4.74697
 ,Magenta,0.09142945017716372,0.03469630376850854,0.0375095176631086,-0.2093373451954739,-0.02620924759806248,0.8625613898828299,-4.6912746
 ,Magenta,0.09353935850210617,0.03422743525185466,0.04079160007436255,0.35749378231361817,-0.015411452038230676,0.8515240709582123,-4.2057037
 ,Magenta,0.0750190353262172,0.037743951921435544,0.03891612321307023,0.0005299222051044293,-0.021013198639241903,0.45917206130209864,-1.5688459
 ,Magenta,0.10408891130552561,0.035165172285162416,0.04008829729938173,0.05702876173156135,-0.020555395645390943,1.0850341184875714,-4.790674
 ,Magenta,0.097993609410318,0.03797838617976248,0.0375095176631086,-0.6129883449546577,-0.03249918475924034,0.7980802815045301,-4.698157
 ,Magenta,0.0858030223879636,0.029304310237635346,0.04079160007436255,-0.09665348363215477,-0.026695107749680806,0.876799575116119,-1.609791
 ,Magenta,0.0930704899854523,0.034930738026835474,0.03891612321307023,-0.13305744671459047,-0.024956352066962638,0.5232176919621911,-2.4890273
 ,Magenta,0.09705587237701024,0.03328969542387011,0.039853863041054795,-0.4652933872276992,-0.03203370339087214,0.7325026313782483,-1.6759081
