x,y,z,r,g,b
-0.1436149,0.021500144,0.37681395,53.0,42.0,135.0
0.13980345,-0.0556236,0.28447908,10.000004,160.5,201.21428
0.12560497,-0.03674661,0.16724837,10.000004,160.5,201.21428
0.4026232,-0.03036038,0.6268394,8.57143,151.57143,208.28572
0.10802891,-0.05465896,0.3108011,32.64286,68.78571,181.07143
-0.08328429,-0.03559696,0.76100993,102.57143,189.17857,134.10715
0.39305612,0.03005621,0.9012355,102.57143,189.17857,134.10715
-0.06227674,-0.044091124,0.43624598,76.85715,186.85715,147.14285
0.38525635,0.006660295,1.060638,53.0,42.0,135.0
0.25876883,-0.04781347,0.7117948,190.71432,187.85715,96.285706
0.2236154,-0.04880268,0.8086682,190.71432,187.85715,96.285706
-0.66744995,-0.023981137,1.2548771,53.0,42.0,135.0
-0.05375672,-0.04586655,0.2852207,212.14284,186.07143,87.35715
0.35774824,-0.049765684,0.5581333,12.499998,164.25,196.39285
0.24559973,-0.057325315,0.43394974,53.0,42.0,135.0
0.40145156,0.024662167,0.6458125,190.71432,187.85715,96.285706
-0.050941743,-0.046153728,0.3954577,212.14284,186.07143,87.35715
-0.33115727,-0.028271984,0.6222401,52.571426,182.57143,161.42857
-0.08095156,-0.043444846,0.37347868,156.85715,189.89285,110.535706
-0.044586677,-0.050218992,0.3736606,116.14289,189.35715,128.21426
0.14660941,-0.054262087,0.48387405,17.892859,123.82144,216.17857
0.40146267,-0.030893143,0.64066875,8.57143,151.57143,208.28572
0.024775812,-0.053578652,0.2567762,52.571426,182.57143,161.42857
0.13469946,-0.03670594,0.12066847,129.71426,189.53572,122.32144
0.41531873,0.015277294,0.55767107,53.0,42.0,135.0
-0.0025035925,-0.052541863,0.19473705,16.285713,106.14285,218.85715
0.41393453,0.022778744,0.542404,53.0,42.0,135.0
0.14382216,-0.014724778,0.12729734,17.357143,117.928566,217.07143
-0.1385221,0.01270042,1.3713979,255.0,255.0,0.0
0.48294604,-0.043130767,0.54351526,15.214286,94.35714,220.64285
-0.049861338,-0.050838113,0.23617555,255.0,255.0,0.0
0.040118143,-0.05345129,0.1918917,25.857147,77.71428,196.42856
0.4025884,0.019567477,0.6292862,169.28572,189.64285,105.21429
0.012475567,-0.051994577,0.38276684,7.500005,156.75,206.0357
0.21727623,-0.055712033,0.5709542,53.0,42.0,135.0
-0.14516726,-0.0032760985,0.3768112,53.0,42.0,135.0
0.12755628,-0.025525894,0.1628246,17.892859,123.82144,216.17857
1.0867585,-0.09565039,0.975392,53.0,42.0,135.0
0.021658508,-0.053498585,0.22970034,19.071419,86.64287,211.78574
-0.13404642,-0.039201677,0.31255648,180.0,188.75,100.75
0.02701274,-0.052868202,0.30653438,19.071419,86.64287,211.78574
0.3997884,-0.017425843,0.6420119,222.85712,185.17857,82.89287
0.10179273,-0.05413942,0.3307279,53.0,42.0,135.0
0.18971097,-0.054856293,0.5742816,53.0,42.0,135.0
-0.21123716,-0.03574025,0.38406998,201.42856,186.96428,91.821434
0.04223287,-0.054032207,0.23637246,53.0,42.0,135.0
-0.29071426,-0.028612599,0.82084805,10.535711,146.03572,209.89285
-0.23955943,-0.03172186,0.56691754,190.71432,187.85715,96.285706
-0.04269258,-0.049940445,0.32839516,243.32143,199.25,57.571434
0.4003096,-0.05645537,1.0700275,53.0,42.0,135.0
-0.0032720736,-0.052826937,0.2021741,10.000004,160.5,201.21428
0.38910535,0.020082459,0.98182064,8.57143,151.57143,208.28572
-0.07764728,-0.042495523,0.32062083,250.71428,252.14285,10.000004
-0.13280036,-0.039534293,0.31524345,251.35715,215.64287,39.14285
-0.19894716,-0.035181846,0.44484136,243.32143,199.25,57.571434
0.115657985,-0.048602812,0.21382754,15.214286,94.35714,220.64285
0.13159198,-0.024385963,0.15033266,53.0,42.0,135.0
