x,y,z,r,g,b
-0.11923845,0.059542943,0.26593146,215.95891,185.75342,85.76712
-0.005581126,0.054128047,0.23106155,53.0,42.0,135.0
-0.023207141,0.053620838,0.20909505,15.28767,95.164375,220.52055
0.15000384,0.053395815,0.18534733,104.616425,189.20547,133.21918
0.07855855,0.05053913,0.18807903,104.616425,189.20547,133.21918
0.13148165,0.009867984,0.3702375,53.0,42.0,135.0
-0.07101083,0.05665653,0.23738934,16.56165,89.9452,217.46574
-0.17866734,0.058781464,1.1629214,47.08217,181.60274,164.65755
0.26024494,-0.0071406034,0.31508288,215.95891,185.75342,85.76712
0.3073906,-0.01063286,1.5420285,53.0,42.0,135.0
0.20438065,0.009662799,0.31003627,250.52054,204.8493,47.972622
-0.14148311,0.055987615,0.55334884,56.397263,183.24658,159.17809
0.062887885,0.053472336,0.21321888,17.753424,122.28766,216.41096
-0.12215839,0.059891567,0.25252944,250.89041,252.26027,9.5890465
-0.022513371,0.053614885,0.20917587,15.28767,95.164375,220.52055
-0.00693923,0.056159712,0.65757,255.0,255.0,0.0
0.024700722,0.05282153,0.21629974,53.0,42.0,135.0
0.19779055,0.0018638653,0.35020143,239.42465,196.21918,62.767128
-0.2650017,0.014370528,0.5950092,8.356167,152.17807,208.10959
-0.3042252,0.054636005,0.8382927,9.863017,147.9315,209.34247
-0.2153655,0.05861566,0.5161114,65.71231,184.89041,153.69864
-0.08981207,0.060156774,0.5133681,53.0,42.0,135.0
-0.26999104,-0.022188246,1.3101434,53.0,42.0,135.0
0.1250903,0.032977488,0.15129617,32.178085,69.397255,182.12328
0.13994293,-0.0014776529,0.15918797,53.0,42.0,135.0
-0.35100362,0.0006137383,0.77073634,9.109592,159.16438,202.9315
-0.1021688,0.05902925,0.2573612,32.178085,69.397255,182.12328
-0.5526801,0.07760242,0.907718,53.0,42.0,135.0
0.113202885,0.015405493,0.1562803,12.945206,164.91782,195.53424
0.22670972,0.06359877,0.48030123,47.08217,181.60274,164.65755
0.29948634,0.042096592,0.3923443,47.08217,181.60274,164.65755
-0.023102675,0.0541694,0.20232114,32.178085,69.397255,182.12328
-0.2598887,0.05625695,0.5848207,250.52054,204.8493,47.972622
0.08737258,0.04994391,0.29704988,47.08217,181.60274,164.65755
0.19220337,0.04636204,0.41939878,125.438354,189.47945,124.178085
0.26323715,0.053134814,0.42573038,47.08217,181.60274,164.65755
0.26689047,0.025183015,0.27221572,249.28767,246.6849,17.068512
-0.04327489,0.05734126,0.47845387,16.56165,89.9452,217.46574
0.06420239,0.04317433,0.5642821,65.71231,184.89041,153.69864
0.14540684,0.024222095,0.36143136,14.383559,135.19179,213.04109
0.16938518,0.065444686,0.5899177,16.780825,170.67123,188.13698
-0.03297677,0.054742858,0.24799332,255.0,255.0,0.0
0.22316302,0.0011351223,0.44499624,250.52054,204.8493,47.972622
-0.10267025,0.026658202,0.36885795,53.0,42.0,135.0
0.01373597,0.05303794,0.21759513,53.0,42.0,135.0
-0.33487198,-0.0015534564,0.5252161,84.34247,188.17809,142.73973
0.1421257,0.05949897,0.22998847,104.616425,189.20547,133.21918
0.03065765,0.019758862,0.57519215,53.0,42.0,135.0
-0.3105808,0.061529297,0.72756433,16.780825,170.67123,188.13698
-0.22315711,0.04812764,0.8588326,14.383559,135.19179,213.04109
0.06870153,0.052669212,0.19951947,84.34247,188.17809,142.73973
0.15400223,0.057491127,1.3482412,53.0,42.0,135.0
0.1870098,0.018585956,0.3863717,20.616436,176.42465,180.73973
-0.06550751,0.058689807,0.5069735,53.0,42.0,135.0
0.2656036,0.013060565,0.31036454,84.34247,188.17809,142.73973
0.10162492,0.051557306,0.41528887,47.08217,181.60274,164.65755
0.19445942,0.030726882,0.37506133,20.616436,176.42465,180.73973
0.08431317,0.049669296,0.21895975,104.616425,189.20547,133.21918
-0.16328295,0.054277726,0.5656577,11.027397,162.04109,199.23288
-0.0042963256,0.054391988,0.31223935,53.0,42.0,135.0
-0.0016027987,0.054013293,0.2692793,53.0,42.0,135.0
-0.09612969,0.036664415,0.3304884,53.0,42.0,135.0
0.103867024,0.018004434,0.16258001,191.30136,187.80823,96.0411
-0.116233654,0.042963814,0.32003513,53.0,42.0,135.0
0.10358042,0.04653711,0.29163283,28.452063,178.31506,175.61644
-0.046294477,0.04610694,0.58378714,14.383559,135.19179,213.04109
-0.02952503,0.055961333,0.38048458,16.520548,108.726036,218.46576
0.10950807,0.0014308314,0.17178291,53.0,42.0,135.0
