label_text,color,l,h,w,x,y,z,r
 ,Magenta,0.1261814599784104,0.05303780895412082,0.05511772521850375,-0.35405377782089303,-0.03241199711579699,2.346979137596483,-1.819726
 ,Magenta,0.13138124030832254,0.05095789682215596,0.056157681284486186,-0.18647877039973138,-0.03904304044332105,0.6656183636671773,-4.786341
 ,Magenta,0.11474192672293138,0.05234450491013253,0.05477107319650961,0.1222194876267072,-0.02929594313972582,0.436742603804755,-1.1371366
 ,Magenta,0.13796763699104742,0.0513045488441501,0.056504333306480324,0.2945426929962218,-0.025790016181094538,0.5897640282171291,-6.2399983
 ,Magenta,0.10191579364431191,0.047838024491790594,0.0620507697908047,-0.7267083297276608,-0.055852225338205025,0.9036339413361137,-4.500486
 ,Magenta,0.139007601321866,0.05303780895412082,0.05754428937246276,-0.38219382577334005,-0.04440119982808083,0.9904247046716186,-4.781468
 ,Magenta,0.134501116771106,0.05303780895412082,0.0578909413944569,-0.847422013799658,-0.057820053894930314,1.2736896651093688,-4.8002615
 ,Magenta,0.15599355866441517,0.056157681284486186,0.056504333306480324,-0.1348586949064701,-0.03695537176264385,1.1806924065489026,-1.6837271
 ,Magenta,0.1362343768810767,0.06655725020914663,0.05477107319650961,-0.8854498472288017,-0.05468894138742188,1.9882577439795495,-4.792157
 ,Magenta,0.12271493149363281,0.05962420563684569,0.056504333306480324,-0.8603780370429691,-0.05540904416257665,1.4204461784349822,-1.6446073
 ,Magenta,0.11612853481090794,0.048531328535778885,0.05511772521850375,0.4925346115468832,-0.022947348520893186,0.8738117016961717,-1.7267281
 ,Magenta,0.15842013108321032,0.06031750968083398,0.06066416170282812,-0.26788305902187926,-0.035922349894178356,0.499743499157595,-3.2320633
