x,y,z,r,g,b
-0.0052226624,-0.080129184,0.59473807,154.51726,189.86208,111.55172
-0.19806758,0.0086346,0.48601693,30.37934,178.65518,174.48274
-0.053009808,-0.078845285,1.2430655,18.103447,172.65517,185.58621
-0.16357794,-0.022709455,0.47374922,102.10348,189.17241,134.31033
-0.12278407,-0.029837169,0.24865071,11.551722,143.17242,210.72414
0.014403572,-0.08151221,0.80467546,17.172413,115.896545,217.37932
0.10253914,0.016334917,0.16308056,53.0,42.0,135.0
0.10646675,-0.05102168,0.24186929,65.55175,184.86208,153.79309
-0.09019871,-0.08127776,0.90146714,13.275859,165.41379,194.89656
-0.117308795,-0.047080565,0.26945496,187.75864,188.10345,97.517235
-0.55371666,-0.0018356394,1.4941436,65.55175,184.86208,153.79309
-0.13750151,-0.040009122,0.41058755,154.51726,189.86208,111.55172
-0.040788755,-0.079764076,0.54997575,141.41382,189.68965,117.24136
-0.14197604,-0.025209146,0.34614184,53.0,42.0,135.0
0.063439675,0.005175619,0.28788266,187.75864,188.10345,97.517235
-0.19896446,0.026226168,0.40402174,115.20691,189.34483,128.62068
-0.18940806,0.017393112,0.40266246,89.0,189.0,140.0
0.05261047,-0.03279437,0.39845955,42.103462,180.72414,167.5862
-0.12631065,-0.04883885,0.39958352,77.27588,186.93103,146.89655
0.10489259,0.007211228,0.18340667,53.0,42.0,135.0
-0.1283993,-0.07931925,0.56598127,198.10344,187.24138,93.206894
-0.17954491,0.012467938,0.18653041,77.27588,186.93103,146.89655
0.10871994,0.017190142,0.22902337,15.620689,98.82758,219.96552
-0.120440565,-0.07548347,0.4492303,154.51726,189.86208,111.55172
0.08116165,-0.061664276,0.24370708,141.41382,189.68965,117.24136
0.068672776,0.0020651051,0.26865768,53.0,42.0,135.0
0.10784221,-0.010254653,0.21259435,53.0,42.0,135.0
-0.14736041,-0.0019724732,0.14301126,20.241371,85.103455,209.13794
-0.050316785,0.0031514408,1.2433549,250.13792,233.93106,26.137917
-0.16255888,-0.008918922,0.38421613,141.41382,189.68965,117.24136
-0.13614376,-0.02765704,0.27076492,226.86206,186.44827,79.51724
-0.1538346,-0.0031034253,0.15745345,17.241377,127.13794,215.3793
-0.07921145,-0.079828784,0.30739933,77.27588,186.93103,146.89655
0.020266922,-0.080352426,0.35425943,65.55175,184.86208,153.79309
0.0589225,-0.0355961,0.32804593,7.7586164,153.86208,207.62068
-0.19839911,-0.0037464756,0.5460991,30.37934,178.65518,174.48274
-0.14941071,-0.026780166,0.41457933,7.7586164,153.86208,207.62068
0.060820423,-0.04166273,0.46150616,255.0,255.0,0.0
-0.030093972,-0.07994378,0.35355076,77.27588,186.93103,146.89655
0.10636897,0.0010319583,0.19702415,53.0,42.0,135.0
-0.109453246,-0.05841412,0.21499383,208.44826,186.37932,88.89656
-0.13052085,-0.028703272,0.28123719,141.41382,189.68965,117.24136
0.008947516,-0.052861724,0.7651961,53.0,42.0,135.0
-0.11092763,-0.05326936,0.21507284,231.51723,190.06895,73.310356
-0.13388066,-0.018918397,0.1531666,20.517246,176.27586,180.93103
0.1649902,-0.0014670824,0.3794867,15.344828,132.48276,213.82759
-0.08340473,-0.079887405,0.71030194,89.0,189.0,140.0
0.07681251,-0.037548374,0.2955957,154.51726,189.86208,111.55172
0.09454287,0.008499805,0.30670846,65.55175,184.86208,153.79309
-0.008021917,-0.08049212,0.5540761,77.27588,186.93103,146.89655
-0.111993745,-0.035589766,0.18279077,42.103462,180.72414,167.5862
-0.18313034,0.009004928,0.28088075,7.7586164,153.86208,207.62068
0.05777902,-0.013120632,0.336337,11.551722,143.17242,210.72414
0.0781595,0.012662223,0.24585555,167.06897,189.82759,106.13793
-0.16816723,0.0042850743,0.1861352,8.448278,158.17242,204.2069
-0.051644247,0.033846904,1.244607,102.10348,189.17241,134.31033
0.0076800766,0.03337761,1.251842,141.41382,189.68965,117.24136
0.09149088,0.0019749326,0.30799526,53.0,42.0,135.0
0.056856245,-0.0061904155,0.3650086,226.86206,186.44827,79.51724
-0.08827935,-0.080128826,0.37604704,167.06897,189.82759,106.13793
0.057083882,-0.07075596,0.30962965,128.31035,189.51724,122.93104
0.09588649,-0.04013555,0.24236313,249.62068,241.68967,20.620682
0.059017885,-0.038694855,0.46166015,240.82758,197.31035,60.896553
-0.15604205,-0.016863013,0.39181158,115.20691,189.34483,128.62068
0.11120052,-0.053295895,0.23819497,250.13792,233.93106,26.137917
-0.01336863,-0.08090465,0.68637997,154.51726,189.86208,111.55172
-0.1784802,0.007675905,0.24665654,65.55175,184.86208,153.79309
0.046560667,-0.0763637,0.37780815,236.17242,193.68965,67.10345
0.095102176,-0.0026729265,0.28082606,16.13793,104.51723,219.10345
-0.115024656,-0.039097067,0.25602624,226.86206,186.44827,79.51724
-0.102865435,-0.04512268,0.16324714,208.44826,186.37932,88.89656
-0.10570439,-0.0795318,0.41217494,15.689653,169.03448,190.24138
-0.18880951,0.0155826155,0.24098814,89.0,189.0,140.0
-0.17066975,0.0004641124,0.28534302,13.275859,165.41379,194.89656
0.00023519115,-0.03718655,0.9941007,30.37934,178.65518,174.48274
-0.26644033,-0.026860192,0.72191143,115.20691,189.34483,128.62068
-0.102878556,-0.07953841,0.45131946,102.10348,189.17241,134.31033
0.06766882,-0.028036105,0.2965342,53.0,42.0,135.0
-0.18641458,0.019357115,0.20682386,15.689653,169.03448,190.24138
0.0001813272,-0.07984407,0.31435508,89.0,189.0,140.0
0.053307112,-0.052419618,0.69888085,102.10348,189.17241,134.31033
-0.1102218,-0.04596643,0.2111922,250.13794,204.55173,48.482758
-0.11772346,-0.08043901,0.37125686,250.13794,204.55173,48.482758
-0.013148481,-0.07913985,0.28956005,154.51726,189.86208,111.55172
-0.18518734,-0.08207321,0.9051476,177.41382,188.96552,101.827576
-0.1266117,-0.060177088,0.35976586,198.10344,187.24138,93.206894
-0.13666093,-0.025391651,0.30458796,89.0,189.0,140.0
-0.126983,-0.02997217,0.23872122,15.689653,169.03448,190.24138
-0.14649442,-0.01805922,0.3142612,53.0,42.0,135.0
-0.18575363,0.020461144,0.1745755,198.10344,187.24138,93.206894
0.13230437,0.009253066,0.36571324,17.689655,121.58621,216.51724
