x,y,z,r,g,b
-0.098891705,0.054087233,0.28050572,15.934425,102.27868,219.44263
0.040310334,0.05645542,0.48462853,83.42624,188.01639,143.27869
0.04638533,0.055498637,0.21689922,49.983612,182.11476,162.95082
0.6189532,0.0191871,0.99070203,53.0,42.0,135.0
-0.031352345,0.057936013,0.7841633,38.836044,180.14754,169.50821
-0.10606872,0.041839402,0.3362358,239.60655,196.36066,62.52459
-0.11849091,0.057393786,0.21237114,72.27867,186.04918,149.83607
-0.16771929,0.05027255,0.43776745,251.90164,207.4754,44.95082
0.24968287,0.05692878,1.5988225,53.0,42.0,135.0
0.31147924,0.043894224,0.64136684,120.14755,189.40984,126.4754
0.7454507,-0.025729466,0.9126391,53.0,42.0,135.0
-0.019656755,0.05672311,0.2992828,28.081974,74.78688,191.39343
0.06260184,0.05563436,0.21428616,49.983612,182.11476,162.95082
-0.09524754,0.054061655,0.28174216,16.42623,107.68852,218.62296
0.29238406,0.042151388,0.48411697,145.06555,189.7377,115.65575
-0.37309793,-0.009765831,0.47445127,230.75409,189.4754,74.32788
0.74925005,0.0016427807,0.9089754,53.0,42.0,135.0
0.29472795,0.044795748,0.5571416,188.60654,188.03279,97.16395
0.26502207,0.057063363,0.99383295,53.0,42.0,135.0
0.12786299,0.04275867,0.21918644,40.540977,58.39345,163.19673
-0.19744284,0.055765178,0.23266758,145.06555,189.7377,115.65575
-0.2605163,0.05021697,0.5657744,157.5246,189.90164,110.245895
0.18676807,0.04833836,0.50865096,132.60655,189.57378,121.065575
0.57463604,0.004558614,1.0178463,53.0,42.0,135.0
0.05448113,0.05584491,0.22622174,16.42623,107.68852,218.62296
0.16803578,0.037522785,0.54577965,53.0,42.0,135.0
-0.18944769,0.0483042,0.3650412,132.60655,189.57378,121.065575
-0.28086004,0.04572303,0.55031294,218.11473,185.57378,84.868866
-0.074924566,0.05389308,0.25736594,95.2295,189.08197,137.29509
-0.09985476,0.057075582,0.3479107,72.27867,186.04918,149.83607
-0.16940755,0.057674795,0.21338317,145.06555,189.7377,115.65575
-0.025337426,0.057919957,0.49121502,72.27867,186.04918,149.83607
-0.04206983,0.05650885,0.21774529,15.491801,168.7377,190.62296
-0.16373597,0.05091973,0.4205414,226.32787,186.03279,80.22951
-0.06763627,0.027376601,0.3573075,72.27867,186.04918,149.83607
-0.18435113,0.04972194,0.3618824,235.18031,192.91803,68.42625
-0.073447764,0.011645238,0.39782783,83.42624,188.01639,143.27869
-0.09752514,0.030864626,0.3377193,120.14755,189.40984,126.4754
0.19408362,0.045636635,0.68621093,53.0,42.0,135.0
0.12907097,0.036781956,0.22439742,53.0,42.0,135.0
-0.06713229,0.056711245,0.3045432,8.606556,158.40984,203.90164
-0.03819873,0.056024034,0.20086536,49.983612,182.11476,162.95082
-0.27900216,-0.012070681,1.0431956,27.688517,178.18033,176.06558
0.32374147,0.012916245,2.1332362,53.0,42.0,135.0
0.6082057,0.027527817,0.69660056,252.04918,253.03279,6.8852544
0.09728371,0.042141605,0.57516074,27.688517,178.18033,176.06558
0.057785038,0.056496985,0.39110965,72.27867,186.04918,149.83607
0.77491504,-0.011954119,0.8912244,53.0,42.0,135.0
-0.06941802,0.04254004,0.3347488,251.40984,214.85245,39.704926
0.42637497,0.038289443,0.98579997,145.06555,189.7377,115.65575
-0.033143964,0.056504477,0.21035436,17.786888,172.18033,186.19672
0.13043918,0.03968546,0.29906514,13.196714,165.29507,195.0492
0.2628624,0.05704133,1.1047001,53.0,42.0,135.0
0.09320073,0.058306843,1.1182674,15.934425,102.27868,219.44263
0.2766714,0.010715193,0.47719404,235.18031,192.91803,68.42625
0.2655224,0.044041466,0.4778514,198.44263,187.21312,93.065575
-0.07906155,0.05733772,0.30443913,8.606556,158.40984,203.90164
0.08471744,0.056055833,0.30575144,17.409836,118.50821,216.98361
-0.012008398,0.05713998,0.46845165,83.42624,188.01639,143.27869
0.0074220537,0.056172535,0.32515997,38.836044,180.14754,169.50821
0.50134355,-0.015485159,1.0638105,53.0,42.0,135.0
-0.20969227,0.05003001,0.34974867,226.32787,186.03279,80.22951
0.1405256,0.020040331,0.31602824,14.754103,134.14752,213.34427
-0.093045816,0.02747315,0.35045847,7.540983,154.47542,207.44263
0.52570033,0.03159401,0.6951397,13.196714,165.29507,195.0492
-0.00097399,0.05642439,0.27039477,132.60655,189.57378,121.065575
0.12045851,0.03879309,0.16179034,53.0,42.0,135.0
0.10178764,0.05698249,0.91707474,16.42623,107.68852,218.62296
-0.20588349,0.044539925,0.52570033,132.60655,189.57378,121.065575
-0.2930525,0.042273343,0.6621878,107.68851,189.2459,131.88525
-0.03264562,0.057902932,0.6037551,107.68851,189.2459,131.88525
-0.22451873,0.04358758,0.5053201,239.60655,196.36066,62.52459
0.039151967,0.056615736,0.56597155,83.42624,188.01639,143.27869
-0.10415752,0.04866171,0.33830383,17.90164,123.91803,216.16394
-0.23506966,0.04939567,0.39456254,49.983612,182.11476,162.95082
0.21341656,0.052853175,0.40772775,107.68851,189.2459,131.88525
0.061359014,0.014884758,0.6053772,53.0,42.0,135.0
-0.023458274,0.058267713,0.5167878,95.2295,189.08197,137.29509
0.122998595,0.055762812,0.32600635,49.983612,182.11476,162.95082
0.22224154,0.052539986,0.42187145,95.2295,189.08197,137.29509
-0.26050317,0.04755944,0.62822306,132.60655,189.57378,121.065575
0.039299585,0.055690926,0.21853714,38.836044,180.14754,169.50821
0.2078801,0.01178972,0.5104656,17.90164,123.91803,216.16394
-0.9211518,0.072546616,1.4937514,53.0,42.0,135.0
-0.08845377,0.028672457,0.34188586,53.0,42.0,135.0
-0.14371882,0.05499772,0.26472598,21.852453,82.98361,205.49182
-0.31326005,0.050251044,0.41336173,239.60655,196.36066,62.52459
0.106034644,0.055651054,0.23099267,49.983612,182.11476,162.95082
0.21997218,0.052631035,0.44748133,83.42624,188.01639,143.27869
0.036790114,0.05641651,0.41017264,72.27867,186.04918,149.83607
0.1260054,0.04760348,0.19459584,53.0,42.0,135.0
0.32285592,-0.023424078,2.132747,53.0,42.0,135.0
0.036506206,0.056022856,0.31144682,11.147543,144.31146,210.39345
0.21486267,0.053115666,0.45349553,61.13114,184.08197,156.39345
0.26924944,0.057039704,1.3829012,53.0,42.0,135.0
0.051009398,0.055997934,0.2565454,95.2295,189.08197,137.29509
0.4080586,0.036540445,0.6400168,107.68851,189.2459,131.88525
0.12845637,0.056517012,0.5956074,38.836044,180.14754,169.50821
-0.29101562,0.052012794,0.35168618,178.77048,188.85246,101.2623
-0.107058816,0.057245973,0.20658594,15.934425,102.27868,219.44263
-0.018443977,0.05556497,0.20250379,27.688517,178.18033,176.06558
-0.052858748,0.05677573,0.27715686,72.27867,186.04918,149.83607
-0.1437169,0.05347155,0.40981117,132.60655,189.57378,121.065575
-0.18548979,0.0018720976,1.1835848,53.0,42.0,135.0
-0.018394811,0.05638901,0.25899827,132.60655,189.57378,121.065575
-0.37243536,0.045879755,0.5367251,120.14755,189.40984,126.4754
-0.025984647,0.05657511,0.24034207,27.688517,178.18033,176.06558
0.20430596,0.021663606,0.50464606,53.0,42.0,135.0
-0.04577597,0.050820317,0.7413788,53.0,42.0,135.0
-0.024579119,0.031880837,0.73578775,53.0,42.0,135.0
-0.08285942,0.05118182,1.2055117,7.540983,154.47542,207.44263
