x,y,z,r,g,b
-0.29552495,-0.037383847,0.7401415,8.867923,150.73586,208.5283
0.067736566,-0.047860425,0.31944036,17.830189,172.24529,186.1132
-0.08241644,-0.04329633,0.37242368,251.60378,252.73586,7.9245224
-0.03371444,-0.047800817,0.37404335,31.264156,178.81133,173.96227
-0.373009,-0.005815453,0.65169936,10.943399,144.88678,210.22641
-0.18584453,-0.0378545,0.3654762,253.86792,254.24529,2.6415071
0.39212665,-0.04238542,1.019865,249.33963,251.22641,13.207545
-0.67064714,-0.05289114,0.92937255,15.962264,102.5849,219.39622
0.4241112,-0.021704517,0.7088849,189.90569,187.92453,96.622635
0.09953879,-0.04807023,0.5871692,53.0,42.0,135.0
-0.0077311452,-0.047916517,0.40900353,17.830189,172.24529,186.1132
0.22316836,-0.030907167,1.1325084,53.0,42.0,135.0
-0.14331678,-0.036356833,0.38773856,229.58492,188.56604,75.88678
0.07189218,-0.047480736,0.21292421,56.924553,183.33963,158.8679
-0.07780933,-0.040394895,0.17729054,249.96227,236.56606,24.264137
-0.08577102,-0.03868209,0.23000152,212.54721,186.03773,87.18866
-0.0039843614,-0.047940586,0.4497531,7.2641516,156.39622,206.49057
0.09713493,-0.047281124,0.23958316,53.0,42.0,135.0
0.39637607,-0.03142988,0.6141465,234.67926,192.5283,69.09433
0.24712102,0.004863355,1.466025,53.0,42.0,135.0
-0.05612211,-0.042944968,0.16441251,223.86795,185.09433,82.47168
0.011446667,-0.046876352,0.24787156,53.0,42.0,135.0
-0.08301153,-0.04048428,0.294045,249.96227,236.56606,24.264137
0.3803785,-0.023645002,1.4640203,17.830189,172.24529,186.1132
0.39798662,0.004412733,0.69146717,69.75473,185.60378,151.32074
0.025833905,-0.04631846,0.18787473,53.0,42.0,135.0
0.16213596,-0.04780683,0.4063132,15.188683,168.28302,191.20753
0.15488774,-0.046853814,0.20368035,44.094376,181.07547,166.41507
-0.20462358,-0.0026788185,1.7282388,17.09434,115.03774,217.50943
0.11805333,-0.047412142,0.18082218,9.905667,160.3585,201.39621
-0.104993045,-0.03740649,0.27784964,7.2641516,156.39622,206.49057
0.4116868,-0.0126971705,1.3273282,53.0,42.0,135.0
-0.20705125,-0.033159364,0.2465566,239.7736,196.49059,62.30186
0.5529925,-0.030454203,0.7478897,13.0188675,139.03773,211.92453
-0.19383805,-0.037265975,0.35684514,139.1887,189.66039,118.207535
-0.1968854,-0.033919785,0.2984735,250.5283,228.07547,30.301888
0.16007395,-0.04763725,0.36313775,69.75473,185.60378,151.32074
-0.034229014,-0.04662423,0.17489062,17.169807,127.33963,215.32076
0.38794863,-0.013606362,0.89982176,69.75473,185.60378,151.32074
-0.36509863,-0.01956014,0.6547027,15.188683,168.28302,191.20753
