label_text,color,l,h,w,x,y,z,r
 ,Magenta,0.07918148048895537,0.03983818325107422,0.04107539241693324,-0.035205388004011386,0.04354981368221309,0.5900963346970812,-1.5595897
 ,Magenta,0.09056381772253035,0.03563166680674228,0.03983818325107422,-0.1398819086941695,0.04552935186786171,1.6363160047069538,-4.618464
 ,Magenta,0.08338799106616367,0.03488933778695268,0.037858645065425606,-0.2039027768608115,0.04849865914633463,1.6773133995820146,-4.624157
 ,Magenta,0.10664755154650667,0.043302370675616556,0.04231260451635408,-0.269069740696509,0.04781527125078524,1.081748811764302,-4.726974
 ,Magenta,0.11110150806387331,0.04107539241693324,0.04132283542352977,-0.1605080987287276,0.04517853600958408,0.7389125936851744,-4.807084
 ,Magenta,0.1012038347370012,0.03241491652167283,0.03959074024447769,-0.26517570725805345,0.04578698020112368,0.3942125547002499,-4.905334
 ,Magenta,0.1106066279178039,0.038353528145056846,0.04107539241693324,0.040455806557572395,0.04221110914424265,0.7724751225273676,-0.06767607
 ,Magenta,0.11555547631548727,0.04379725668880963,0.043302370675616556,-0.00019584474803997702,0.043099315393033494,0.8662335890801582,-1.390226
 ,Magenta,0.10912197574534835,0.03761120205882908,0.040580509337302,0.12274804187564226,0.039988760046123284,0.43450171734464343,-1.4846717
 ,Magenta,0.10689500335378868,0.03587910981333882,0.04132283542352977,0.37577378090956803,0.03738850364624838,0.8734108179790785,-3.2668874
 ,Magenta,0.08957404569614422,0.044539582775037403,0.04132283542352977,0.3935654813665644,0.037487493756559034,1.0026859879841494,-1.6359661
 ,Magenta,0.10293591524824415,0.036126552819935355,0.04478702284807211,-0.5294213580742835,0.050563041807161195,0.6553532532726604,-4.812689
 ,Magenta,0.07571729013085121,0.038353528145056846,0.03810608513846031,-0.2350877594499578,0.045040039622141086,0.2935502906793662,-4.82844
 ,Magenta,0.07769682831649984,0.04256004752295061,0.04354981368221309,-0.7472795813873923,0.05487358822102361,1.0008691510045833,-1.3613414
 ,Magenta,0.0967498723525109,0.035384223800145755,0.038353528145056846,0.1737898233716974,0.04071554412178842,0.9599941677974647,-1.4109075
