x,y,z,r,g,b
-0.23192708,-0.036816537,0.41564423,205.00002,186.66667,90.33333
0.15695442,-0.05423384,0.21599723,14.259254,166.88889,193.00002
0.6909136,0.017611705,0.8065701,53.0,42.0,135.0
-0.5181374,0.017538946,0.9292805,53.0,42.0,135.0
-0.048695832,-0.045772143,0.32612953,251.55556,212.66666,41.259262
-0.11389069,0.00717203,0.5096488,53.0,42.0,135.0
-0.11240741,-0.043355614,0.21798936,145.29626,189.74074,115.55557
-0.08524673,-0.044323936,0.21752357,171.66666,189.44444,104.22222
-0.15304065,-0.039626263,0.4351108,240.99998,197.44444,60.66668
0.32545856,-0.06299356,0.33941713,103.074066,189.18518,133.88889
0.21567668,-0.057061926,0.44522277,9.074078,159.11111,203.0
0.30075598,-0.06069134,0.39502916,63.814808,184.55556,154.81482
0.05449864,-0.05098048,0.17818224,17.0,114.0,217.66667
0.29898718,-0.04570262,0.36700502,53.0,42.0,135.0
-0.041301586,-0.04856672,0.19223104,230.99998,189.66666,74.00002
0.23815191,-0.05756753,0.43693206,182.77777,188.51852,99.5926
0.027872974,-0.050734557,0.25372326,14.259254,166.88889,193.00002
0.18029232,-0.055387054,0.34779036,13.518521,137.62962,212.33333
0.40279585,-0.060317572,1.0116297,89.0,189.0,140.0
0.05603833,-0.04986717,1.2118615,53.0,42.0,135.0
0.22107464,-0.057311043,0.31473774,171.66666,189.44444,104.22222
0.027520763,-0.05068206,0.1988269,17.59259,126.148155,215.66667
-0.2114592,-0.03793319,0.4026497,145.29626,189.74074,115.55557
-0.5275024,0.010681275,0.8509149,15.555555,131.88889,214.0
0.26612586,-0.05982038,0.2970988,117.14813,189.37038,127.77779
0.14634888,-0.054801032,0.39442196,11.666668,163.0,198.0
-0.027814886,-0.048138566,0.52291155,131.22224,189.55556,121.66666
0.63999426,-0.016512657,0.584925,216.11111,185.74074,85.703705
-0.028374758,-0.05028672,0.37168035,182.77777,188.51852,99.5926
-0.1436552,-0.0405837,0.29927662,117.14813,189.37038,127.77779
0.54723567,-0.032379556,1.4435722,103.074066,189.18518,133.88889
0.6670283,0.021993639,0.7635266,131.22224,189.55556,121.66666
-0.119943425,-0.041094232,0.9456389,53.0,42.0,135.0
-0.08442869,-0.04487109,0.18396065,230.99998,189.66666,74.00002
0.38335085,-0.059492737,0.6688508,131.22224,189.55556,121.66666
-0.25933078,-0.03550133,0.4612752,89.0,189.0,140.0
-0.12148868,-0.0144222025,0.49737492,255.0,255.0,0.0
0.6417664,0.010273734,0.9827798,11.666668,163.0,198.0
0.20293158,-0.056603212,0.50892335,11.666668,163.0,198.0
0.6318846,-0.05274138,0.9757067,14.259254,166.88889,193.00002
0.28348592,-0.06055977,0.31210965,26.037033,177.88889,177.03703
0.0054091257,-0.051304366,0.24785092,19.444437,174.66666,183.00002
0.5859342,0.023270452,0.88768655,76.40738,186.77777,147.40742
0.5318767,-0.060723063,1.4616874,53.0,42.0,135.0
0.69697595,-0.0073597054,0.6903688,53.0,42.0,135.0
-0.25886914,-0.024844464,0.5639111,255.0,255.0,0.0
-0.0066570383,-0.051274072,0.22225145,16.851845,170.77777,188.00002
-0.032668054,-0.045101415,0.59727126,103.074066,189.18518,133.88889
0.16108315,-0.05473545,0.36655685,17.0,114.0,217.66667
0.6767745,-0.015038576,0.8093066,117.14813,189.37038,127.77779
-0.18705043,-0.0077421074,1.1050199,26.037033,177.88889,177.03703
0.0043058014,-0.05065671,0.25617576,11.666668,163.0,198.0
-0.004464897,-0.050643988,0.21041365,53.0,42.0,135.0
