label_text,color,l,h,w,x,y,z,r
 ,Magenta,0.10914510286782855,0.040647141566995275,0.04315622403843415,0.24363194299805624,0.043407133514397025,1.1832834729381472,-2.03
 ,Magenta,0.0875669862405403,0.03437443538839807,0.037887149619593524,-0.10211967440543765,0.044022059109555096,0.7670265969217849,-1.85
 ,Magenta,0.10688692680030508,0.03989441621115412,0.043407133514397025,0.3876532879180188,0.040121455878384435,0.6935104860383111,-3.11
 ,Magenta,0.11341054245486515,0.03738533373971524,0.04190168280271471,-0.11867961994575324,0.043098186917896776,0.25191192191230893,1.41
 ,Magenta,0.09609787155870841,0.05143619680859195,0.03763624321567811,0.09509423365485693,0.04173236383513382,0.3848933113308543,-1.49
 ,Magenta,0.11591961878220912,0.05118528733262908,0.04165077332675184,-0.03362171003255692,0.042743141177272875,0.3971877927077536,-1.03
 ,Magenta,0.10663601425229476,0.034876251268276356,0.04014532568711699,-0.18065395023178918,0.044437691770104794,0.6759469271705236,0.6
 ,Magenta,0.09208333837558721,0.038639874975434675,0.040898047970910685,-0.009534514773889098,0.044476571602707016,0.6829723310565349,-1.58
 ,Magenta,0.09885786043406271,0.03989441621115412,0.04139986385078897,0.10412693792495079,0.04212174892222007,0.609707095856502,-0.82
 ,Magenta,0.09133061301974607,0.037887149619593524,0.036883517859836956,-0.5881290345260679,0.047832937050680494,0.8106846675605718,1.57
 ,Magenta,0.09007606871197917,0.03638170197995867,0.03989441621115412,-0.07175976605606586,0.04423020875697892,0.9830586265899185,1.57
 ,Magenta,0.10663601425229476,0.034876251268276356,0.04014532568711699,-0.18040304997196865,0.044280190969086856,0.5996707905471261,0.58
