label_text,color,l,h,w,x,y,z,r
 ,Magenta,0.12611874223696373,0.0612482681560751,0.051698808321548405,0.16299941578422922,0.06026039381294414,0.8772332331967432,1.5915928
 ,Magenta,0.12183795341672955,0.04939376426211246,0.04807659847127118,0.16859737824623205,0.060918976708364776,0.13599750137012812,1.5815928
 ,Magenta,0.1254601593415431,0.04577155441183524,0.061577559603785414,0.5156708938718606,0.07656296623713697,0.7349792021710464,1.5415927
 ,Magenta,0.11986220473046763,0.05104022150066406,0.051698808321548405,-0.2127224793449794,0.04274320833700154,1.353389090535946,-1.7215928
 ,Magenta,0.12348441065528115,0.05202809976925873,0.05630889251495659,-0.10076327721048685,0.049074047020359814,0.6131412880089538,-1.7615927
 ,Magenta,0.13468033557928685,0.04708872020267652,0.05696747541037723,0.5064507333359716,0.07557465224207192,1.061965931635418,1.6015928
 ,Magenta,0.10932486270188257,0.05104022150066406,0.053674557007810327,-0.005597960008588035,0.05361264459437677,0.46397209732670325,-1.5715927
 ,Magenta,0.10273902589674877,0.04807659847127118,0.0467594287549662,0.3681481996827986,0.07007311487032915,0.6552905933158748,2.3315928
 ,Magenta,0.11887432253640927,0.0500523471575331,0.05499172279865161,0.05104022150066406,0.05478927878485531,1.2437349991937723,-1.5815928
 ,Magenta,0.11558140805930607,0.04280792745697865,0.05104022150066406,0.09549461404712171,0.05710439950960217,1.062953766723912,-1.6015928
 ,Magenta,0.13007024746041496,0.05894322409663916,0.05630889251495659,-0.4208348627201595,0.03376684264949605,1.139020208908907,-0.23159266
 ,Magenta,0.13468033557928685,0.043137218904688975,0.052686682664679366,0.28483736135003135,0.0656655492745275,1.0333175207281282,1.6415927
 ,Magenta,0.1241429935507018,0.04873518136669182,0.05729676685808755,0.2973504520648783,0.06735441722286456,0.39152791602301357,0.39159274
