x,y,z,r,g,b
-0.4702477,-0.031635348,0.5859902,100.51514,189.15152,135.0
-0.13140436,-0.060652707,0.29783908,20.151512,175.72726,181.63637
-0.24725448,-0.055139128,1.2983495,53.0,42.0,135.0
0.014870533,0.028230531,1.708342,53.0,42.0,135.0
-0.54446477,-0.0156662,0.64469755,16.66667,128.75757,214.90909
0.20989126,0.006277928,0.7385043,13.333334,138.15152,212.18182
-0.2328492,-0.05412811,0.92463213,27.181816,178.09091,176.36363
-0.35675836,-0.0492429,0.76214385,27.181816,178.09091,176.36363
-0.1607041,-0.055713113,0.9507946,53.0,42.0,135.0
0.10626456,-0.055963114,0.41411522,16.66667,128.75757,214.90909
-0.197367,-0.057562266,0.32701504,89.0,189.0,140.0
-0.008319704,-0.03078497,2.0436184,53.0,42.0,135.0
0.14967984,-0.028330749,0.93726873,18.030302,172.54546,185.72728
-0.21982612,-0.057429653,0.7658639,9.999999,147.54546,209.45454
0.23930839,0.022786729,0.6436751,13.787882,166.18182,193.90909
0.15009357,-0.054460876,0.27008745,135.06061,189.60606,120.0
0.18022466,-0.05998886,0.45962873,251.90909,207.36362,45.03032
0.1723642,0.01044149,0.7343966,248.72726,203.45454,50.363647
0.09225533,-0.012620487,1.578052,53.0,42.0,135.0
-0.15644345,-0.059811495,0.4086209,195.90907,187.42424,94.121216
-0.08741645,-0.05490566,0.4636434,14.999999,133.45454,213.54546
-0.11456967,-0.061123606,0.23914118,123.54547,189.45454,124.99999
-0.14569996,-0.03651951,0.16655083,8.333334,152.24242,208.09091
-0.21674986,-0.011188311,0.21847872,8.333334,152.24242,208.09091
0.26458466,-0.04535128,0.54616505,112.03028,189.30302,130.00002
-0.29166946,-0.05116023,0.34378892,78.69696,187.18182,146.06061
0.07471321,-0.054351907,0.23624909,9.999999,147.54546,209.45454
-0.030612724,-0.05479036,0.3768386,11.666664,142.8485,210.81818
-0.41863734,-0.042391084,0.9045168,17.454546,119.0,216.90909
-0.20367837,-0.032968216,0.29044583,100.51514,189.15152,135.0
0.078126654,-0.053493742,0.20326369,53.0,42.0,135.0
-0.18679592,-0.055604916,0.9488325,53.0,42.0,135.0
-0.15426694,-0.05541731,0.7481499,15.909092,169.36363,189.81818
0.037233394,-0.054954734,0.3911676,16.545454,109.0,218.42424
-0.09919702,-0.040648133,0.3707892,251.36363,252.57576,8.484849
-0.10024673,-0.054479167,0.36783683,37.484837,179.90909,170.30304
-0.033891153,-0.055025205,0.51345474,53.0,42.0,135.0
0.045937978,-0.05425122,0.30636558,35.727272,64.72727,174.09091
0.025232907,-0.054782264,0.39151877,16.09091,104.0,219.18182
0.04498674,-0.05568768,0.5121847,13.333334,138.15152,212.18182
0.1156713,-0.043576375,1.3554394,53.0,42.0,135.0
-0.29011798,-0.014951999,0.28107938,58.09092,183.54546,158.18181
-0.43837875,0.0034222896,0.41290113,250.09091,234.63634,25.63638
0.2668574,-0.015136242,0.52135307,16.66667,128.75757,214.90909
-0.4621305,0.031206207,0.52901196,53.0,42.0,135.0
0.102723755,-0.054642506,0.28017965,53.0,42.0,135.0
-0.19867538,-0.052635632,0.24926744,123.54547,189.45454,124.99999
-0.22264989,-0.057858746,0.5450893,100.51514,189.15152,135.0
-0.021795833,-0.054550912,0.44579026,16.09091,104.0,219.18182
0.24596156,-0.021050666,0.43433464,13.333334,138.15152,212.18182
-0.05856403,-0.054416314,0.297919,53.0,42.0,135.0
0.042504612,-0.05441955,0.25454375,9.54545,159.81818,202.09091
-0.0866591,-0.04607144,1.4739954,15.636363,98.99999,219.93939
0.14578627,-0.055086955,0.24764617,27.181816,178.09091,176.36363
-0.17952085,-0.06212112,0.3953446,240.54546,197.09091,61.272728
-0.17605259,-0.061392266,0.45108947,146.57574,189.75757,115.0
-0.37137866,-0.032176215,0.55231756,18.030302,172.54546,185.72728
-0.076541826,-0.05484865,0.541218,17.0,114.00001,217.66667
-0.40917227,-0.042408176,0.9065898,17.0,114.00001,217.66667
-0.51324797,0.024659066,0.53542775,7.4242396,156.63635,206.18182
-0.16302289,-0.038567625,0.19511351,68.393936,185.36363,152.12122
0.24610391,-0.03363385,0.538084,100.51514,189.15152,135.0
0.08726606,-0.050898995,0.7902908,78.69696,187.18182,146.06061
