label_text,color,l,h,w,x,y,z,r
 ,Magenta,0.21641526939843558,0.06826522079435537,0.0769799332702873,-0.19942339521462718,-0.052046182515106516,2.021274834324712,1.4632485
 ,Magenta,0.17138927994939074,0.07262257703232135,0.07601163316663351,-0.035412131268536325,-0.05172270591645189,1.7681727348945795,-0.82161784
 ,Magenta,0.21108963037138745,0.06826522079435537,0.08182143956008017,0.035541398974539624,-0.0504974979705244,1.029326165537776,1.4361079
 ,Magenta,0.1621904174216319,0.06778107074252848,0.07746408332211421,0.06239470951278537,-0.04822872059231974,0.5404040330817835,-1.7166425
 ,Magenta,0.2173835695020894,0.0808531336849025,0.0813372837367294,0.16780578694723416,-0.05491745792796878,2.5723552631324984,1.4067347
 ,Magenta,0.21496283078600265,0.07020182677318686,0.07940068352942181,0.28107455173428225,-0.0516954758668069,0.8598404265069335,1.4775345
 ,Magenta,0.20237490635240776,0.07843238342576801,0.07746408332211421,1.0091494721350405,-0.06431884322852172,2.123073618852865,1.3953059
 ,Magenta,0.17768324216618817,0.06971767672135995,0.07843238342576801,0.04409309187284386,-0.04843320856899347,0.7814463255990322,1.417958
 ,Magenta,0.20043830614510016,0.06874937084618228,0.08230558961190708,0.7160769380516296,-0.06197237248166593,1.537521863340453,-1.6257315
 ,Magenta,0.18494549294359167,0.08230558961190708,0.07407502718780204,-0.18250951740447338,-0.04891398805087703,2.4398685935750217,1.4069288
 ,Magenta,0.199954167636321,0.08424218981921466,0.07843238342576801,-0.26143871937697516,-0.03745772093271037,0.818147307407272,-1.7208872
 ,Magenta,0.17961984237349576,0.06874937084618228,0.0803689836330756,-0.33639536992286756,-0.04600818449642911,1.12074424105112,-1.8831905
