label_text,color,l,h,w,x,y,z,r
 ,Magenta,0.11199710202001258,0.0524881973288257,0.0551627525144871,0.14810362890965423,0.0551627525144871,0.17384624648405478,-1.42
 ,Magenta,0.13205628982488266,0.047807717783115065,0.056834353490927074,-0.07990241587966622,0.055497071912694776,0.39449727248360955,1.76
 ,Magenta,0.10831958863972815,0.050482276954178056,0.05349115552344873,0.1955770312799632,0.054828433116279426,0.5516275331156743,-1.44
 ,Magenta,0.13707108079799776,0.04847636056493201,0.05817163108375777,0.22967764178035882,0.05415979431986408,0.7371749505661944,-1.39
 ,Magenta,0.12670717148275665,0.05148523514880108,0.056165710709110125,-0.012704149088096433,0.05884026988017312,0.7903317906768371,1.78
 ,Magenta,0.11199710202001258,0.049813638157762706,0.05081659635238573,0.021396461412299173,0.05817163108375777,0.971867407232078,1.79
 ,Magenta,0.14609771252040818,0.051150915750593405,0.0551627525144871,0.26344394085334993,0.05850595048196545,0.9538141756704699,-1.4
 ,Magenta,0.11634326216751555,0.054828433116279426,0.04847636056493201,0.15044387266791115,0.06017754747300382,1.4325599365024135,2.02
 ,Magenta,0.1340622141849319,0.06452370363510519,0.05315683612524105,-0.20527230179878897,0.056855101491631234,1.1861663407532774,1.72
 ,Magenta,0.14609771252040818,0.04613612079207669,0.05583139131090245,-0.16649121972348593,0.0566545760103731,0.8180803246404836,3.05
 ,Magenta,0.126372852084549,0.04379588101922137,0.0538254749216564,0.1902279209086404,0.057440704445812396,0.3139262257783312,0.0
 ,Magenta,0.12336397750067991,0.05215387394521643,0.0551627525144871,0.08157401287070459,0.057356504866312434,0.6375476901922754,-1.45
 ,Magenta,0.11935213675138462,0.05415979431986408,0.061849148449443794,-0.508834618261879,0.056090502195608745,1.510456491788456,1.54
 ,Magenta,0.14609771252040818,0.051150915750593405,0.0551627525144871,0.1484379562786651,0.057737537156616434,0.799024110971843,-1.54
 ,Magenta,0.1340622141849319,0.044798843199245986,0.0524881973288257,-0.3470238701133006,0.05600700803219112,0.7996927657098647,1.59
