label_text,color,l,h,w,x,y,z,r
 ,Magenta,0.13954974902736988,0.04577486579885487,0.05340400466999079,-0.2523775706794434,-0.03178809551893859,1.8861910361400231,1.27858
 ,Magenta,0.11125834879274699,0.04577486579885487,0.04831790967648985,0.18078011684589387,-0.034930479397302025,0.9527857721626087,-0.06408334
 ,Magenta,0.14781466515393424,0.04704638773767236,0.054357652457556006,-0.18229921885590428,-0.03078157607325737,0.32569118012291426,-2.4318757
 ,Magenta,0.130649084598301,0.054039771068072756,0.05467553022792376,-0.00405597755769116,-0.03073992729225943,1.515075468980908,1.5289156
 ,Magenta,0.1017219215847116,0.051178838562723566,0.052768241891024296,-0.0923977193086991,-0.030122126183443513,0.7544829114921274,-1.753451
 ,Magenta,0.10426496546234659,0.04831790967648985,0.050225198013389316,-0.334374248852581,-0.029560792323977646,0.5146326050572765,0.57540464
 ,Magenta,0.14400010295659724,0.0626225541076584,0.059443743831941454,-0.05465522699005459,-0.026689138189005025,1.7996780782299888,1.5112326
 ,Magenta,0.128106047958897,0.04672850634818912,0.05054307940287256,0.017969550774539926,-0.0328413124117189,0.6527394416938199,-1.7140703
 ,Magenta,0.12397358265738384,0.04704638773767236,0.0508609607923558,0.10078459962709788,-0.034788277111677146,1.4603899970427476,1.4204953
 ,Magenta,0.11443715544934846,0.04482121801128965,0.05149671995220681,0.2460980289254764,-0.03482138839924668,0.44513270369988817,-2.0165532
 ,Magenta,0.11729808795469766,0.04958943161530734,0.05054307940287256,0.11459366047936888,-0.03301206589940259,1.1590595464941391,1.3101404
 ,Magenta,0.13255637293520045,0.048000028287006606,0.052132482731173296,-0.8324607211605857,-0.028222895807170734,1.3470599145437074,3.048055
 ,Magenta,0.12492723406406454,0.05753645911415747,0.05054307940287256,0.18785126049159856,-0.030022622222307137,1.4258030658019465,1.4525893
 ,Magenta,0.09377489408586148,0.04672850634818912,0.041006644956606206,0.3467259715197035,-0.03655865792890585,1.493773065708718,1.4796679
