x,y,z,r,g,b
-0.1315768,-0.053931747,0.7105444,102.57143,189.17857,134.10715
-0.055478107,-0.053813368,0.3194323,32.64286,68.78571,181.07143
-1.2058117,-0.0963554,1.5573723,53.0,42.0,135.0
0.20961265,-0.034824148,0.42464754,252.85715,253.57143,4.999998
0.3151178,-0.031914536,0.46583986,156.85715,189.89285,110.535706
-0.08304363,-0.03751853,0.23233336,53.0,42.0,135.0
-0.31149343,-0.053773705,0.6339238,53.0,42.0,135.0
-0.20140402,-0.047684904,0.721205,116.14289,189.35715,128.21426
-0.21455987,-0.046519797,0.84639275,53.0,42.0,135.0
-0.05603457,-0.053726148,0.26115277,16.821428,112.03572,217.96428
0.14524834,-0.040658113,0.28514132,250.28572,231.71426,27.714302
0.09435601,-0.045287676,0.17054349,129.71426,189.53572,122.32144
0.0852094,-0.050213754,0.37645954,8.57143,151.57143,208.28572
0.67632097,-0.027878534,0.8521194,102.57143,189.17857,134.10715
-0.089598864,-0.053538878,0.62281144,17.499996,171.75,186.75
0.016715063,-0.05285177,0.23560072,25.857147,77.71428,196.42856
0.2371709,-0.034305133,0.58490986,169.28572,189.64285,105.21429
0.1994352,-0.0034475587,0.35331246,53.0,42.0,135.0
-0.052083373,-0.053697858,0.39512965,53.0,42.0,135.0
0.06728899,-0.049177703,0.561637,53.0,42.0,135.0
0.05512816,-0.05110603,0.3851332,53.0,42.0,135.0
-0.05882089,-0.05355774,0.4335456,89.0,189.0,140.0
-0.061324768,-0.048819512,0.93122166,7.500005,156.75,206.0357
0.05314569,-0.05174533,0.20976937,53.0,42.0,135.0
0.10548113,-0.044962905,0.18157467,156.85715,189.89285,110.535706
0.08874834,-0.04525418,0.2079582,250.28572,231.71426,27.714302
-0.013761537,-0.052726623,0.26379803,8.57143,151.57143,208.28572
-0.08784663,-0.025719266,0.21878266,53.0,42.0,135.0
-0.10453699,-0.05424879,0.5213407,10.000004,160.5,201.21428
-0.04931138,-0.053861428,0.36729327,102.57143,189.17857,134.10715
0.17082907,-0.038796198,0.47847706,190.71432,187.85715,96.285706
-0.12017355,-0.016547117,0.14177004,52.571426,182.57143,161.42857
0.21081409,-0.037329886,0.27677503,253.92857,254.28572,2.499999
0.17533515,-0.039227415,0.36690965,228.85715,188.0,76.85714
0.6575126,-0.03143381,0.7690038,53.0,42.0,135.0
-0.83029747,0.026985925,1.1129705,53.0,42.0,135.0
0.088042766,-0.045708545,0.20134184,249.75,239.75,22.0
0.29957157,-0.032203108,0.4376194,17.499996,171.75,186.75
-0.35382995,-0.027874209,0.5912117,52.571426,182.57143,161.42857
0.11262533,-0.043668643,0.16371855,180.0,188.75,100.75
-0.11557585,-0.055027563,0.3871965,28.285744,178.28572,175.71426
0.1844008,-0.03791011,0.49999565,251.89285,207.60713,44.85715
-0.32124472,-0.022652155,0.596677,10.000004,160.5,201.21428
0.11288895,-0.044172537,0.1659064,243.32143,199.25,57.571434
-0.1031508,-0.03088509,0.16677327,89.0,189.0,140.0
-0.26746917,-0.050834455,0.6193983,201.42856,186.96428,91.821434
0.7608839,-0.02478487,1.6043924,53.0,42.0,135.0
-0.109164305,-0.023489682,0.15982088,53.0,42.0,135.0
0.180288,-0.03935985,0.24263765,212.14284,186.07143,87.35715
0.12820071,-0.041822717,0.2990985,180.0,188.75,100.75
0.106425606,-0.048321854,0.48845547,116.14289,189.35715,128.21426
0.2202946,-0.036036104,0.3724154,156.85715,189.89285,110.535706
-0.16343552,-0.04664417,0.86676306,7.500005,156.75,206.0357
-0.10486885,-0.054910492,0.3899044,15.75,100.24999,219.75
0.020748056,-0.05246469,0.27978995,53.0,42.0,135.0
0.15964861,-0.039357934,0.5209183,169.28572,189.64285,105.21429
0.19161126,-0.037427887,0.42720476,156.85715,189.89285,110.535706
-0.24982116,-0.049096644,0.55429417,76.85715,186.85715,147.14285
-0.08280782,-0.0415701,0.22829163,32.64286,68.78571,181.07143
-0.08194921,-0.054948352,0.2901735,53.0,42.0,135.0
0.29975298,-0.03088158,0.9717369,40.428574,180.42857,168.57143
0.21325089,-0.033925302,0.70954376,169.28572,189.64285,105.21429
-0.22240928,-0.049120218,0.52871114,238.5,195.5,64.0
0.08561729,-0.04945017,1.3869427,53.0,42.0,135.0
0.21921231,-0.036217336,0.47197765,212.14284,186.07143,87.35715
0.19659355,-0.018365486,0.3550924,53.0,42.0,135.0
-0.020022418,-0.053016905,0.20809613,8.57143,151.57143,208.28572
0.27111,-0.0343578,0.3959009,250.82143,223.67857,33.428566
0.11333427,-0.04466288,0.33361495,40.428574,180.42857,168.57143
-0.198493,-0.05393183,0.5163992,76.85715,186.85715,147.14285
0.006550045,-0.05275267,0.20041654,19.071419,86.64287,211.78574
0.19630912,0.008627675,0.36134133,53.0,42.0,135.0
-0.07695884,-0.05493852,0.22021642,15.75,100.24999,219.75
0.10005888,-0.045867093,0.33357316,156.85715,189.89285,110.535706
0.03457405,-0.052248776,0.21447739,53.0,42.0,135.0
-0.16151033,-0.0587684,2.0903656,53.0,42.0,135.0
0.7198788,-0.028155064,1.7403442,53.0,42.0,135.0
-0.2883557,0.010506618,0.75015134,116.14289,189.35715,128.21426
0.08791074,-0.04562669,0.18411982,180.0,188.75,100.75
0.11780488,-0.047516014,0.50926423,143.28569,189.71428,116.42858
0.26939735,-0.03442649,0.36371246,156.85715,189.89285,110.535706
-0.21460924,-0.052130226,0.49129704,201.42856,186.96428,91.821434
-0.046509083,-0.05333983,0.38194075,17.892859,123.82144,216.17857
0.022807058,-0.052411057,0.24279626,76.85715,186.85715,147.14285
0.3171855,-0.02968416,0.9426858,14.999997,168.0,191.57144
-0.077924155,-0.047152136,0.89995795,169.28572,189.64285,105.21429
-0.106006965,-0.03229049,0.16256642,116.14289,189.35715,128.21426
-0.063383035,-0.054560315,0.23169912,8.57143,151.57143,208.28572
