x,y,z,r,g,b
-0.54137987,-0.009569972,1.4592851,53.0,42.0,135.0
-0.061364096,-0.027089393,0.11215539,43.05404,180.89189,167.02704
-0.21008423,-0.044826552,0.28428143,16.081085,169.62163,189.48648
0.23024787,-0.042155318,1.608458,53.0,42.0,135.0
0.22951965,-0.044212833,0.43007314,16.081085,169.62163,189.48648
0.3278107,-0.043888725,1.2289586,53.0,42.0,135.0
-0.1645324,-0.042869773,0.21195042,12.297298,163.94595,196.78378
-0.31931487,-0.055998232,0.92293394,53.0,42.0,135.0
-0.24898723,-0.045990452,0.3274462,11.756758,142.59459,210.89189
0.19096264,-0.042661883,0.31377748,12.297298,163.94595,196.78378
0.33884642,-0.045156408,0.46874928,13.243242,138.40541,212.10811
0.022874352,-0.042425744,0.2345393,17.675674,121.43243,216.54054
0.14113729,-0.04313612,0.29990557,14.729727,134.21622,213.32433
0.013778062,-0.042553067,0.23530596,16.081085,169.62163,189.48648
0.25484663,-0.04323079,0.37948295,19.86486,175.29729,182.1892
-0.20144333,-0.045215786,0.31026882,16.081085,169.62163,189.48648
-0.17826137,-0.05391402,0.85055864,53.0,42.0,135.0
-0.055004284,-0.044483755,0.31940946,33.864857,179.27026,172.43243
0.15474117,-0.044503167,0.4000327,13.243242,138.40541,212.10811
-0.22425917,-0.04775624,0.45253876,16.216217,130.02702,214.54054
-0.009464741,-0.021299493,0.6454416,255.0,255.0,0.0
0.12396319,-0.04176487,0.23129651,8.513516,158.27028,204.08107
-0.11714576,-0.04902925,0.5804487,11.756758,142.59459,210.89189
0.16244145,-0.04926993,0.70176077,53.0,42.0,135.0
0.015102058,-0.055434007,1.0159969,53.0,42.0,135.0
0.016551739,-0.049645007,0.66124594,17.702703,125.83784,215.75676
-0.34065497,-0.04870525,0.5167277,12.297298,163.94595,196.78378
0.034561858,-0.0469759,0.51735383,15.648649,99.13513,219.91891
-0.19938834,-0.052185845,0.7526883,53.0,42.0,135.0
0.20246099,-0.043196302,0.34988162,17.972971,172.45946,185.83784
-0.06379447,-0.021122025,0.11168453,8.513516,158.27028,204.08107
-0.06228783,-0.020942444,0.11157002,229.37836,188.4054,76.162186
-0.422106,-0.021618448,0.6652391,194.18918,187.56757,94.837845
0.11156074,-0.049053226,0.65846795,17.675674,121.43243,216.54054
-0.055739157,-0.041969635,0.22247092,14.729727,134.21622,213.32433
-0.11495023,-0.04446061,0.3343236,19.86486,175.29729,182.1892
0.06504363,-0.040971193,0.16686869,10.405407,161.10811,200.43243
