label_text,color,l,h,w,x,y,z,r
 ,Magenta,0.08532151263912519,0.03983383830764846,0.041889779515474054,0.0353703538533113,-0.02222985262967934,0.2579349222614902,-1.4437209
 ,Magenta,0.10176903617455099,0.03520797441952773,0.04677263873521379,-0.2483177511492431,-0.05461090903729293,1.2230922729234137,-4.5934877
 ,Magenta,0.0755558003268247,0.03546496668755724,0.04600165886753576,-0.3270135959062523,-0.05628136184307426,1.1988228600989164,-4.5194855
 ,Magenta,0.12207144373041949,0.035978951223616266,0.04497368979541771,-0.15031848635189998,-0.05037053355121647,1.324449342091951,-4.5761967
 ,Magenta,0.10947881646979435,0.040861810443356,0.04445970525935868,0.48072463998853066,-0.03173857267395031,0.6304734825105018,-2.9617434
 ,Magenta,0.09226031000310103,0.03983383830764846,0.04523068206344722,0.6595533680622491,-0.02531376290962299,0.6045589466381335,-2.9243104
 ,Magenta,0.09534422334663417,0.033409025479731645,0.04214677178350357,0.1283644609384399,-0.025185266775608235,0.08949856985760475,-1.0980629
 ,Magenta,0.09123234093098298,0.035978951223616266,0.041118802711385516,-0.018652595684281778,-0.03516748908440613,0.6532869305566513,-2.408544
 ,Magenta,0.09354527747042758,0.03777790016341235,0.040861810443356,0.2185164760529062,-0.03198167462722831,0.8435571605213447,-1.3665297
 ,Magenta,0.11564663090250267,0.04163278724744454,0.041889779515474054,0.10049033068414374,-0.03227223158171959,0.8237285309530572,-1.4186053
 ,Magenta,0.09457324654254563,0.03880586923553041,0.04163278724744454,-0.034515097702329446,-0.029933131988023116,0.3651765586327697,-4.5874214
 ,Magenta,0.09688617695481125,0.041118802711385516,0.041118802711385516,-0.12932068074468223,-0.029839288114739376,0.2994217325332852,-4.5808873
 ,Magenta,0.0976571537588998,0.034950982151498215,0.035978951223616266,0.23329790320680666,-0.030800746659011058,0.6855001574047771,-4.1951494
 ,Magenta,0.11076377168276294,0.04497368979541771,0.04394572072329965,-0.16687922177337067,-0.03161401937961028,0.5007587996485803,-4.584863
 ,Magenta,0.08532151263912519,0.03983383830764846,0.041889779515474054,0.05069598479000854,-0.02769917172206316,0.371269695008049,-1.4442917
 ,Magenta,0.10562392632217267,0.03649293575967529,0.04266075631956259,0.056199410824193996,-0.03859850099007369,1.0189207483024674,-4.588085
 ,Magenta,0.10151204390652148,0.037520907895382836,0.04420271299132916,0.13692078453615314,-0.029186774189083053,0.5209951071975941,-1.4630052
 ,Magenta,0.10510994178611364,0.036749928027704805,0.04445970525935868,-0.3194162125822493,-0.04098156309296387,0.6406976854988241,-4.5856676
