x,y,z,r,g,b
0.1579273,-0.046393793,0.36963806,89.0,189.0,140.0
0.15408997,-0.045155793,0.21955782,10.161289,160.74193,200.90323
-0.08012,-0.037127405,0.32214898,172.74194,189.35484,103.77419
0.2783363,-0.047020245,0.35138544,182.41936,188.54839,99.741936
0.060307126,-0.048811283,0.270175,28.483875,74.25806,190.48386
0.10150631,-0.052886635,0.4068357,10.161289,160.74193,200.90323
0.09467709,-0.04943104,0.27727744,28.483875,74.25806,190.48386
0.17725317,-0.04661915,0.41129923,78.03227,187.06451,146.4516
-0.077135675,-0.016429815,0.32304287,138.03226,189.64516,118.70968
-0.50080603,-0.075133175,1.114193,16.935484,128.0,215.12903
-0.42665944,-0.052293297,0.86570376,53.0,42.0,135.0
-0.06309118,-0.046035733,0.35777563,172.74194,189.35484,103.77419
0.41986823,-0.06396208,0.6133836,16.838709,112.22581,217.93549
0.8990417,-0.026680375,1.1975033,16.225807,90.3871,218.2258
-0.04212893,-0.06710759,0.9348076,23.19355,177.3871,178.70967
0.14978527,-0.049785092,0.3443764,78.03227,187.06451,146.4516
0.22598605,-0.043018647,0.27796212,172.74194,189.35484,103.77419
0.074222594,-0.052535754,0.3910451,17.806452,122.87097,216.32259
-0.5715594,-0.07632617,1.2245317,53.0,42.0,135.0
0.2152117,-0.043502208,0.36040887,16.93549,170.90323,187.8387
-0.47193342,-0.02842489,0.86154395,11.612904,143.0,210.7742
0.5102776,-0.07002968,0.76482856,53.0,42.0,135.0
-0.1583883,-0.043833278,0.23082478,67.0645,185.12903,152.90323
-0.26816338,-0.0629155,0.7053983,17.806452,122.87097,216.32259
0.038221832,-0.047963202,0.22353382,8.064514,153.0,207.87097
-0.12648693,-0.043610744,0.28603035,56.096764,183.19354,159.35484
0.12556742,-0.047418255,0.19588071,11.612904,143.0,210.7742
-0.38136435,0.011693584,1.0785214,53.0,42.0,135.0
0.04151408,-0.05136882,0.34444827,17.322582,117.54839,217.12903
0.13770443,-0.055601373,0.50949496,12.419352,164.12903,196.5484
0.2830172,0.01954466,0.80714947,236.32259,193.80646,66.90322
-0.4594535,-0.059775665,1.4037784,53.0,42.0,135.0
0.8517747,0.007995304,1.1060036,12.419352,164.12903,196.5484
0.014609318,-0.047187384,0.20032181,15.870967,101.580635,219.54839
0.15406023,-0.047091916,0.189927,22.354832,82.322586,204.35486
0.32477477,-0.06727983,1.0104173,17.322582,117.54839,217.12903
0.22546017,-0.06907391,1.0762296,53.0,42.0,135.0
-0.3792865,-0.057662506,0.61138815,150.29036,189.80646,113.387085
-0.1421964,-0.043072175,0.2527325,8.064514,153.0,207.87097
-0.11028479,-0.04786195,0.3459824,182.41936,188.54839,99.741936
-0.9340034,-0.041997936,1.1364831,53.0,42.0,135.0
-0.10340468,-0.039991688,0.1548152,67.0645,185.12903,152.90323
-0.19788659,-0.0512024,0.3624136,15.387096,96.258064,220.35484
0.09487554,-0.061256647,0.7303418,53.0,42.0,135.0
-0.050617207,-0.042243917,0.23320642,113.51615,189.32259,129.35483
0.17734279,-0.047400437,0.44670472,172.74194,189.35484,103.77419
0.15563159,-0.046040352,0.2683915,231.96773,190.41934,72.70969
0.15220931,-0.047228616,0.3441041,150.29036,189.80646,113.387085
-0.22684094,-0.04969305,0.30135244,12.419352,164.12903,196.5484
0.15460105,-0.045384213,0.17892767,15.870967,101.580635,219.54839
-0.0476511,-0.040716603,0.15014909,56.096764,183.19354,159.35484
-0.06699452,-0.039620448,0.1687246,113.51615,189.32259,129.35483
0.02136579,-0.045920663,0.1658068,9.838706,148.00002,209.32257
0.21897712,-0.04294415,0.28293356,45.129036,181.25807,165.80646
-0.5910669,-0.02443718,0.7311508,9.838706,148.00002,209.32257
-0.028492209,-0.04715243,0.2162501,78.03227,187.06451,146.4516
0.011077508,-0.047453623,0.21715854,8.064514,153.0,207.87097
0.07954255,-0.049847607,0.30308437,28.483875,74.25806,190.48386
-0.37699908,-0.0009535303,1.0077395,150.29036,189.80646,113.387085
